,audio,text
31,custom_data/train/9d47e95a-859b-4776-910d-fe4a2de926a4.mp3,"The menu includes the following pizzas: Vegetarian, Pepperoni Classic, Tropical, Tikka Chicken, Ceasar, Cosmo, Oriental, Canadian, Chicken Delite, Slimmer"
32,custom_data/train/4ba6d540-834b-4dd3-b06f-f4c781cf4518.mp3,"The menu includes the following pizzas: Vegetarian, Pepperoni Classic, Tropical, Tikka Chicken, Ceasar, Cosmo, Oriental, Canadian, Chicken Delite, Slimmer"
33,custom_data/train/ef529f64-9c64-4303-839c-ff5940160834.mp3,"The menu includes the following pizzas: Vegetarian, Pepperoni Classic, Tropical, Tikka Chicken, Ceasar, Cosmo, Oriental, Canadian, Chicken Delite, Slimmer"
34,custom_data/train/e9fc3b96-0455-4684-8f78-524b6cc6c5a7.mp3,"The menu includes the following pizzas: Vegetarian, Pepperoni Classic, Tropical, Tikka Chicken, Ceasar, Cosmo, Oriental, Canadian, Chicken Delite, Slimmer"
35,custom_data/train/680fb063-3dfa-4783-8a1f-f28073cb58c6.mp3,"The menu includes the following pizzas: Vegetarian, Pepperoni Classic, Tropical, Tikka Chicken, Ceasar, Cosmo, Oriental, Canadian, Chicken Delite, Slimmer"
36,custom_data/train/7590bb96-6ea8-41fc-8c08-4b4cbe73c0dc.mp3,"The menu includes the following pizzas: Vegetarian, Pepperoni Classic, Tropical, Tikka Chicken, Ceasar, Cosmo, Oriental, Canadian, Chicken Delite, Slimmer"
37,custom_data/train/7c01b5ac-3dc6-42de-9ed7-f1dd72349089.mp3,"The menu includes the following pizzas: Vegetarian, Pepperoni Classic, Tropical, Tikka Chicken, Ceasar, Cosmo, Oriental, Canadian, Chicken Delite, Slimmer"
38,custom_data/train/927f1926-738b-4932-aaa5-a2d80f57905d.mp3,"The menu includes the following pizzas: Vegetarian, Pepperoni Classic, Tropical, Tikka Chicken, Ceasar, Cosmo, Oriental, Canadian, Chicken Delite, Slimmer"
39,custom_data/train/d2020ee8-9611-4f60-92a0-80d7b98aff3a.mp3,"The menu includes the following pizzas: Vegetarian, Pepperoni Classic, Tropical, Tikka Chicken, Ceasar, Cosmo, Oriental, Canadian, Chicken Delite, Slimmer"
40,custom_data/train/d5e3bbad-7f45-4359-926b-6c6d3b67af35.mp3,"The menu includes the following pizzas: Vegetarian, Pepperoni Classic, Tropical, Tikka Chicken, Ceasar, Cosmo, Oriental, Canadian, Chicken Delite, Slimmer"
41,custom_data/train/3c379f43-5c73-4ab5-bd3b-08705064f378.mp3,"The menu includes the following pizzas: Vegetarian, Pepperoni Classic, Tropical, Tikka Chicken, Ceasar, Cosmo, Oriental, Canadian, Chicken Delite, Slimmer"
42,custom_data/train/d3d1e1c7-fe36-4acd-8e0f-8512bf66ae94.mp3,"I would like to order three large tikka chicken pizzas with extra egg. Additionally, I would like one medium Mexican pasta and one hake and chips."
43,custom_data/train/6ef0fd20-d542-41f5-b78a-bbb03dfa9311.mp3,"I would like to order three large tikka chicken pizzas with extra egg. Additionally, I would like one medium Mexican pasta and one hake and chips."
44,custom_data/train/8dd2e23b-2fe1-4521-86cc-d019932d7fba.mp3,"I would like to order three large tikka chicken pizzas with extra egg. Additionally, I would like one medium Mexican pasta and one hake and chips."
45,custom_data/train/a72b2299-cf18-44d0-8acd-a838f5db28a8.mp3,"I would like to order three large tikka chicken pizzas with extra egg. Additionally, I would like one medium Mexican pasta and one hake and chips."
46,custom_data/train/87fb398a-1f97-46fb-871e-63d9c094c596.mp3,"I would like to order three large tikka chicken pizzas with extra egg. Additionally, I would like one medium Mexican pasta and one hake and chips."
47,custom_data/train/4ed0fe04-7bbe-45ac-a192-9f49c26bd184.mp3,"I would like to order three large tikka chicken pizzas with extra egg. Additionally, I would like one medium Mexican pasta and one hake and chips."
48,custom_data/train/d58b250d-0994-4651-a7e8-f30ee717f3d3.mp3,"I would like to order three large tikka chicken pizzas with extra egg. Additionally, I would like one medium Mexican pasta and one hake and chips."
49,custom_data/train/3c67b1d8-3528-4f81-858c-d5790760f711.mp3,"I would like to order three large tikka chicken pizzas with extra egg. Additionally, I would like one medium Mexican pasta and one hake and chips."
50,custom_data/train/10333722-eedd-410f-b4ad-39e0342de70d.mp3,"I would like to order three large tikka chicken pizzas with extra egg. Additionally, I would like one medium Mexican pasta and one hake and chips."
51,custom_data/train/80756344-8200-47e8-ac25-8214499e4702.mp3,"I would like to order three large tikka chicken pizzas with extra egg. Additionally, I would like one medium Mexican pasta and one hake and chips."
52,custom_data/train/7298325e-dc4c-4730-bb47-6eaadbb948e1.mp3,"I would like to order three large tikka chicken pizzas with extra egg. Additionally, I would like one medium Mexican pasta and one hake and chips."
53,custom_data/train/3a266c67-5e7d-4bae-bc18-d3134811ae32.mp3,"I would like to order three large tikka chicken pizzas with extra egg. Additionally, I would like one medium Mexican pasta and one hake and chips."
54,custom_data/train/87476f06-9421-40d0-a5a2-393a1fcc49d4.mp3,"I would like to order three large tikka chicken pizzas with extra egg. Additionally, I would like one medium Mexican pasta and one hake and chips."
55,custom_data/train/e0deb4c5-c85a-4cb2-bf12-d94088590c09.mp3,"I would like to order three large tikka chicken pizzas with extra egg. Additionally, I would like one medium Mexican pasta and one hake and chips."
56,custom_data/train/86f976c8-ba7b-4c6e-86d9-801d6b93ff87.mp3,I would like to order three small cheesy pita pizzas and one vegetarian pasta.
57,custom_data/train/a62d9a48-d8e6-4385-951c-0e07abb5f4c8.mp3,I would like to order three small cheesy pita pizzas and one vegetarian pasta.
58,custom_data/train/c5f9eca4-9825-4b25-b2fa-a813192ae2e2.mp3,I would like to order three small cheesy pita pizzas and one vegetarian pasta.
59,custom_data/train/eb645c03-9c01-4435-933b-f8dd0c2f87c3.mp3,I would like to order three small cheesy pita pizzas and one vegetarian pasta.
60,custom_data/train/a7b9a649-f461-4750-88cc-756b5116eb82.mp3,I would like to order three small cheesy pita pizzas and one vegetarian pasta.
61,custom_data/train/9c67fa05-da38-4e41-b11c-b9f267b3f8c9.mp3,I would like to order three small cheesy pita pizzas and one vegetarian pasta.
62,custom_data/train/4dcc7cb1-fbbf-4880-bac0-a3f13e61231b.mp3,I would like to order three small cheesy pita pizzas and one vegetarian pasta.
63,custom_data/train/81b43189-7b6f-45a8-a5d4-ea44da040de2.mp3,I would like to order three small cheesy pita pizzas and one vegetarian pasta.
64,custom_data/train/0e77601e-a857-4949-994a-ee595be2aa62.mp3,I would like to order three small cheesy pita pizzas and one vegetarian pasta.
65,custom_data/train/71248143-2aa8-42e3-9a61-27c974c3e5cd.mp3,I would like to order three small cheesy pita pizzas and one vegetarian pasta.
66,custom_data/train/72fb21fe-345d-4624-a11c-e7e536b20eab.mp3,I would like to order three small cheesy pita pizzas and one vegetarian pasta.
67,custom_data/train/7846341a-815f-46a1-a708-09cd62bef18c.mp3,I would like to order three small cheesy pita pizzas and one vegetarian pasta.
68,custom_data/train/b82c748b-41e6-47de-9e53-7dbc076ff89e.mp3,I would like to order three small cheesy pita pizzas and one vegetarian pasta.
69,custom_data/train/4ee9c356-6f9d-4116-b308-4feef072383f.mp3,I would like to order three small cheesy pita pizzas and one vegetarian pasta.
70,custom_data/train/82fa514e-7449-40d0-872b-c26e94ad9fc9.mp3,Please can I get five american pizzas with extra bacon and capers. Four of them medium and one large.
71,custom_data/train/666942e7-c6a9-48b8-b16e-1089274959fa.mp3,Please can I get five american pizzas with extra bacon and capers. Four of them medium and one large.
72,custom_data/train/070ff96a-b7d4-4e1c-a8d8-e095bce38e88.mp3,Please can I get five american pizzas with extra bacon and capers. Four of them medium and one large.
73,custom_data/train/a8a0790f-6171-4be6-81ac-006773674a5b.mp3,Please can I get five american pizzas with extra bacon and capers. Four of them medium and one large.
74,custom_data/train/17731814-05f5-4736-8f63-d46ea0dd7007.mp3,Please can I get five american pizzas with extra bacon and capers. Four of them medium and one large.
75,custom_data/train/bb2e1c09-1e1f-4762-a90b-faa346e1ff2d.mp3,Please can I get five american pizzas with extra bacon and capers. Four of them medium and one large.
76,custom_data/train/4d49622a-c96b-43bc-a2a9-830c7eabe3d0.mp3,Please can I get five american pizzas with extra bacon and capers. Four of them medium and one large.
77,custom_data/train/d35649bb-2c3a-4ddf-8887-196fe1e6d35b.mp3,Please can I get five american pizzas with extra bacon and capers. Four of them medium and one large.
78,custom_data/train/4f2c2dae-206b-438b-b50b-ed3050950659.mp3,Please can I get five american pizzas with extra bacon and capers. Four of them medium and one large.
79,custom_data/train/38b85561-3974-49c4-ae75-38ad9cbc13ee.mp3,Please can I get five american pizzas with extra bacon and capers. Four of them medium and one large.
80,custom_data/train/44afb13e-bb45-4f5a-abd7-7dec08d5a5f5.mp3,Please can I get five american pizzas with extra bacon and capers. Four of them medium and one large.
81,custom_data/train/b375b861-f9e0-4d9c-ad65-3f8e3b917046.mp3,Please can I get five american pizzas with extra bacon and capers. Four of them medium and one large.
82,custom_data/train/4ee5c88a-b47b-4831-a4e8-7c9efde903b7.mp3,Please can I get five american pizzas with extra bacon and capers. Four of them medium and one large.
83,custom_data/train/454b2159-a173-4114-99ca-813b2b422513.mp3,Please can I get five american pizzas with extra bacon and capers. Four of them medium and one large.
84,custom_data/train/c906cd6d-b29f-487a-954a-0bc9a757fd3f.mp3,"I would like to order two medium bolognese pastas, but please make them without pineapple."
85,custom_data/train/d96d3f4a-c6d9-42a4-895b-a22488e6fa10.mp3,"I would like to order two medium bolognese pastas, but please make them without pineapple."
86,custom_data/train/218cfa7c-e38f-4b8e-8209-d86679e863eb.mp3,"I would like to order two medium bolognese pastas, but please make them without pineapple."
87,custom_data/train/06f833ab-0218-4a93-9a85-eecd16699ff9.mp3,"I would like to order two medium bolognese pastas, but please make them without pineapple."
88,custom_data/train/8d636a39-d8ef-43b2-807f-bb3ef3c3efac.mp3,"I would like to order two medium bolognese pastas, but please make them without pineapple."
89,custom_data/train/2dc324a5-0977-4d68-bf31-14f1e21b208b.mp3,"I would like to order two medium bolognese pastas, but please make them without pineapple."
90,custom_data/train/cfefa264-fea8-47d2-8ed4-dfcc7878746d.mp3,"I would like to order two medium bolognese pastas, but please make them without pineapple."
91,custom_data/train/3db57aa3-69fe-42cb-984d-0aad14769a0a.mp3,"I would like to order two medium bolognese pastas, but please make them without pineapple."
92,custom_data/train/f5c140b5-b0e1-4669-9ebf-99179f0e6be9.mp3,"I would like to order two medium bolognese pastas, but please make them without pineapple."
93,custom_data/train/b0a9e272-8795-47b3-85a6-9495ea0b385c.mp3,"I would like to order two medium bolognese pastas, but please make them without pineapple."
94,custom_data/train/63e67750-bcfa-4686-842d-47a9aec759c5.mp3,"I would like to order two medium bolognese pastas, but please make them without pineapple."
95,custom_data/train/583c1683-4a37-4856-a9f1-f94c86dd4041.mp3,"I would like to order two medium bolognese pastas, but please make them without pineapple."
96,custom_data/train/362634cd-82d6-43ff-8d4a-974c9e10ab0b.mp3,"I would like to order two medium bolognese pastas, but please make them without pineapple."
97,custom_data/train/e67f45f6-be34-4df5-a1a9-f14880048419.mp3,"I would like to order two medium bolognese pastas, but please make them without pineapple."
98,custom_data/train/d604e338-4f1f-4db1-b227-4fa5710e5b8d.mp3,"My favourite pizzas toppings include: Sundried Tomatoes, Calamari, Mushroom, Egg, Olives, Shrimps, Mince, Feta Cheese, Bacon, Tuna"
99,custom_data/train/a4f04cc0-8096-4556-a199-6be390c93e85.mp3,"My favourite pizzas toppings include: Sundried Tomatoes, Calamari, Mushroom, Egg, Olives, Shrimps, Mince, Feta Cheese, Bacon, Tuna"
100,custom_data/train/5fcfaab7-f0e2-4caf-944b-cfc14304494f.mp3,"My favourite pizzas toppings include: Sundried Tomatoes, Calamari, Mushroom, Egg, Olives, Shrimps, Mince, Feta Cheese, Bacon, Tuna"
101,custom_data/train/256713b3-87c7-4176-9065-cdc4de209778.mp3,"My favourite pizzas toppings include: Sundried Tomatoes, Calamari, Mushroom, Egg, Olives, Shrimps, Mince, Feta Cheese, Bacon, Tuna"
102,custom_data/train/8373ce7a-9140-4aa5-aeb7-ad52bb809d85.mp3,"My favourite pizzas toppings include: Sundried Tomatoes, Calamari, Mushroom, Egg, Olives, Shrimps, Mince, Feta Cheese, Bacon, Tuna"
103,custom_data/train/1aefeeb4-7d10-4ae5-a708-ad49a757bb18.mp3,"My favourite pizzas toppings include: Sundried Tomatoes, Calamari, Mushroom, Egg, Olives, Shrimps, Mince, Feta Cheese, Bacon, Tuna"
104,custom_data/train/d7dd0758-5a52-45c7-811f-8b107d55de1a.mp3,"My favourite pizzas toppings include: Sundried Tomatoes, Calamari, Mushroom, Egg, Olives, Shrimps, Mince, Feta Cheese, Bacon, Tuna"
105,custom_data/train/fde766f7-4f09-46e5-b049-a42b2ceb93d1.mp3,"My favourite pizzas toppings include: Sundried Tomatoes, Calamari, Mushroom, Egg, Olives, Shrimps, Mince, Feta Cheese, Bacon, Tuna"
106,custom_data/train/27ec9850-5a1f-46b8-a12e-968ede38588f.mp3,"My favourite pizzas toppings include: Sundried Tomatoes, Calamari, Mushroom, Egg, Olives, Shrimps, Mince, Feta Cheese, Bacon, Tuna"
107,custom_data/train/9cbd7935-420b-4a85-8673-6bbc167c4c25.mp3,"My favourite pizzas toppings include: Sundried Tomatoes, Calamari, Mushroom, Egg, Olives, Shrimps, Mince, Feta Cheese, Bacon, Tuna"
108,custom_data/train/f19bf306-80f9-44f7-b158-beb54baefadc.mp3,"My favourite pizzas toppings include: Sundried Tomatoes, Calamari, Mushroom, Egg, Olives, Shrimps, Mince, Feta Cheese, Bacon, Tuna"
109,custom_data/train/6e37de36-6eee-47f1-920c-b59c8d34abd6.mp3,"My favourite pizzas toppings include: Sundried Tomatoes, Calamari, Mushroom, Egg, Olives, Shrimps, Mince, Feta Cheese, Bacon, Tuna"
110,custom_data/train/53437843-7dda-4e0c-a1ad-472281437ac6.mp3,"My favourite pizzas toppings include: Sundried Tomatoes, Calamari, Mushroom, Egg, Olives, Shrimps, Mince, Feta Cheese, Bacon, Tuna"
111,custom_data/train/897a2836-b8cc-4d49-b7c9-8724642b182c.mp3,"My favourite pizzas toppings include: Sundried Tomatoes, Calamari, Mushroom, Egg, Olives, Shrimps, Mince, Feta Cheese, Bacon, Tuna"
112,custom_data/train/90e01c23-8bb2-4481-a239-81ee0e0c17d3.mp3,"I would like to order one small vegetarian pizza with extra mushroom, olives, blue cheese, peppadew, and mussels. Additionally, I would like two medium thinner pizzas with extra mushroom. Lastly, I would like one large lasagne."
113,custom_data/train/00c5e47a-bc86-43fc-a94d-d2048b7c3413.mp3,"I would like to order one small vegetarian pizza with extra mushroom, olives, blue cheese, peppadew, and mussels. Additionally, I would like two medium thinner pizzas with extra mushroom. Lastly, I would like one large lasagne."
114,custom_data/train/6743a70f-766b-4762-98e8-c7f3ef21b4c3.mp3,"I would like to order one small vegetarian pizza with extra mushroom, olives, blue cheese, peppadew, and mussels. Additionally, I would like two medium thinner pizzas with extra mushroom. Lastly, I would like one large lasagne."
115,custom_data/train/49a308cf-b65f-443f-88c4-87c2608203f0.mp3,"I would like to order one small vegetarian pizza with extra mushroom, olives, blue cheese, peppadew, and mussels. Additionally, I would like two medium thinner pizzas with extra mushroom. Lastly, I would like one large lasagne."
116,custom_data/train/91a016d2-436d-404c-957b-e0fdaa8d8fae.mp3,"I would like to order one small vegetarian pizza with extra mushroom, olives, blue cheese, peppadew, and mussels. Additionally, I would like two medium thinner pizzas with extra mushroom. Lastly, I would like one large lasagne."
117,custom_data/train/d6824efc-310c-4c55-a605-d6583136ec1b.mp3,"I would like to order one small vegetarian pizza with extra mushroom, olives, blue cheese, peppadew, and mussels. Additionally, I would like two medium thinner pizzas with extra mushroom. Lastly, I would like one large lasagne."
118,custom_data/train/0ce3c6ad-5cbb-41f4-a958-83743b31a64b.mp3,"I would like to order one small vegetarian pizza with extra mushroom, olives, blue cheese, peppadew, and mussels. Additionally, I would like two medium thinner pizzas with extra mushroom. Lastly, I would like one large lasagne."
119,custom_data/train/55b02d91-7c55-4c47-b23b-40f1ff1cd313.mp3,"I would like to order one small vegetarian pizza with extra mushroom, olives, blue cheese, peppadew, and mussels. Additionally, I would like two medium thinner pizzas with extra mushroom. Lastly, I would like one large lasagne."
120,custom_data/train/8356a2ac-f111-4f20-b041-ecd1b434bc0f.mp3,"I would like to order one small vegetarian pizza with extra mushroom, olives, blue cheese, peppadew, and mussels. Additionally, I would like two medium thinner pizzas with extra mushroom. Lastly, I would like one large lasagne."
121,custom_data/train/38ff0865-f73e-4b86-8312-ba1422e1d47f.mp3,"I would like to order one small vegetarian pizza with extra mushroom, olives, blue cheese, peppadew, and mussels. Additionally, I would like two medium thinner pizzas with extra mushroom. Lastly, I would like one large lasagne."
122,custom_data/train/c3b16d1c-3d62-4765-9cc8-ea85392e8f59.mp3,"I would like to order one small vegetarian pizza with extra mushroom, olives, blue cheese, peppadew, and mussels. Additionally, I would like two medium thinner pizzas with extra mushroom. Lastly, I would like one large lasagne."
123,custom_data/train/9033c635-a78a-42e6-96d3-1a4264ea8b2b.mp3,"I would like to order one small vegetarian pizza with extra mushroom, olives, blue cheese, peppadew, and mussels. Additionally, I would like two medium thinner pizzas with extra mushroom. Lastly, I would like one large lasagne."
124,custom_data/train/1d2d5e05-f76f-461f-93e8-2a0814ed162c.mp3,"I would like to order one small vegetarian pizza with extra mushroom, olives, blue cheese, peppadew, and mussels. Additionally, I would like two medium thinner pizzas with extra mushroom. Lastly, I would like one large lasagne."
125,custom_data/train/7e8cef13-3bb7-451e-8a51-0401e4066bb5.mp3,"I would like to order one small vegetarian pizza with extra mushroom, olives, blue cheese, peppadew, and mussels. Additionally, I would like two medium thinner pizzas with extra mushroom. Lastly, I would like one large lasagne."
126,custom_data/train/70b3b36f-8ff7-4909-a9dd-32f616a99df9.mp3,"My favourite pizzas toppings include: Chili, Egg, Mince, Chili pepper, Shrimps, Sundried Tomatoes, Banana, Tuna, Mushroom, Garlic"
127,custom_data/train/64138a78-e06c-4591-bdf3-f2c58c9da61f.mp3,"My favourite pizzas toppings include: Chili, Egg, Mince, Chili pepper, Shrimps, Sundried Tomatoes, Banana, Tuna, Mushroom, Garlic"
128,custom_data/train/fcc9205f-1be0-499f-a355-8d6234898868.mp3,"My favourite pizzas toppings include: Chili, Egg, Mince, Chili pepper, Shrimps, Sundried Tomatoes, Banana, Tuna, Mushroom, Garlic"
129,custom_data/train/8e23917b-cc5b-4887-ab2c-c3f881aa3988.mp3,"My favourite pizzas toppings include: Chili, Egg, Mince, Chili pepper, Shrimps, Sundried Tomatoes, Banana, Tuna, Mushroom, Garlic"
130,custom_data/train/0fb87014-f45d-48f6-8ae6-d5e0c4060531.mp3,"My favourite pizzas toppings include: Chili, Egg, Mince, Chili pepper, Shrimps, Sundried Tomatoes, Banana, Tuna, Mushroom, Garlic"
131,custom_data/train/2a488778-ebc0-4321-9621-5f5b861f7fe2.mp3,"My favourite pizzas toppings include: Chili, Egg, Mince, Chili pepper, Shrimps, Sundried Tomatoes, Banana, Tuna, Mushroom, Garlic"
132,custom_data/train/5b8c0a34-fca1-4bd7-a834-f5e0def1c74e.mp3,"My favourite pizzas toppings include: Chili, Egg, Mince, Chili pepper, Shrimps, Sundried Tomatoes, Banana, Tuna, Mushroom, Garlic"
133,custom_data/train/7bd6fef0-e321-4165-820a-1facf8c7d301.mp3,"My favourite pizzas toppings include: Chili, Egg, Mince, Chili pepper, Shrimps, Sundried Tomatoes, Banana, Tuna, Mushroom, Garlic"
134,custom_data/train/79aa0bff-49ad-4bf6-9779-d6978a3a8e23.mp3,"My favourite pizzas toppings include: Chili, Egg, Mince, Chili pepper, Shrimps, Sundried Tomatoes, Banana, Tuna, Mushroom, Garlic"
135,custom_data/train/f83ba6b5-5fa8-456b-acde-bdd5f5e4dbd2.mp3,"My favourite pizzas toppings include: Chili, Egg, Mince, Chili pepper, Shrimps, Sundried Tomatoes, Banana, Tuna, Mushroom, Garlic"
136,custom_data/train/35bb3eb5-7f43-4342-8732-605100a6d1ae.mp3,"My favourite pizzas toppings include: Chili, Egg, Mince, Chili pepper, Shrimps, Sundried Tomatoes, Banana, Tuna, Mushroom, Garlic"
137,custom_data/train/913c373a-f104-4405-b1c6-fa0401ac8ce3.mp3,"My favourite pizzas toppings include: Chili, Egg, Mince, Chili pepper, Shrimps, Sundried Tomatoes, Banana, Tuna, Mushroom, Garlic"
138,custom_data/train/11549e8b-bdd5-409a-af61-5748511a1150.mp3,"My favourite pizzas toppings include: Chili, Egg, Mince, Chili pepper, Shrimps, Sundried Tomatoes, Banana, Tuna, Mushroom, Garlic"
139,custom_data/train/2fc96dbd-c590-4ce1-ac42-568f776c7ac0.mp3,"My favourite pizzas toppings include: Chili, Egg, Mince, Chili pepper, Shrimps, Sundried Tomatoes, Banana, Tuna, Mushroom, Garlic"
140,custom_data/train/cc54093e-1e44-4838-b199-2af765f04f7b.mp3,"I would like to order a medium Bermuda pizza, one chicken salad, a large rib pizza, and a medium tandoori chicken pizza with extra chili and mushroom."
141,custom_data/train/b7ddcec6-8551-4c28-9a4a-6323d00155b0.mp3,"I would like to order a medium Bermuda pizza, one chicken salad, a large rib pizza, and a medium tandoori chicken pizza with extra chili and mushroom."
142,custom_data/train/eebc2251-2be7-4bd9-966a-ca46f211da0b.mp3,"I would like to order a medium Bermuda pizza, one chicken salad, a large rib pizza, and a medium tandoori chicken pizza with extra chili and mushroom."
143,custom_data/train/47cd74b0-e0e9-4798-bd79-f7db98796b97.mp3,"I would like to order a medium Bermuda pizza, one chicken salad, a large rib pizza, and a medium tandoori chicken pizza with extra chili and mushroom."
